Assembly same,,,,,Assembly different,,,,,Assembly tied,,,
2.41876,C6E9S4,3rko,escherichia_coli,,19253.6,P0A6F5,1aon,escherichia_coli,,9.11523,C6E9S2,3rko,escherichia_coli
43.3853,O06662,3tnd,shigella_flexneri,,10275.1,P0A6F9,1aon,escherichia_coli,,937.818,P0A6H5,1g4a,escherichia_coli
473.369,O31617,1tyg,bacillus_subtilis,,531.622,P0A9H9,1kmi,escherichia_coli,,772.202,P0A7B8,1g4a,escherichia_coli
1092.96,O31618,1tyg,bacillus_subtilis,,928.58,P0ABD8,4hr7,escherichia_coli,,2085.99,P0A836,1cqi,escherichia_coli
19.1169,O32583,1zud,escherichia_coli,,394.336,P0AC41,1nek,escherichia_coli,,547.78,P0A855,2hqs,escherichia_coli
169.247,P00929,1a50,salmonella_typhimurium,,297.556,P0AE67,1kmi,escherichia_coli,,33.7371,P0A8Q0,1kf6,escherichia_coli
224.445,P0A2K1,1a50,salmonella_typhimurium,,360.346,P24182,4hr7,escherichia_coli,,21.278,P0A8Q3,1kf6,escherichia_coli
572.9,P0A734,3r9j,escherichia_coli,,250.846,Q59472,1dio,klebsiella_oxytoca,,83.1384,P0A8Q6,1lzw,escherichia_coli
1449.75,P0A786,1acm,escherichia_coli,,,,,,,2177.22,P0A8T7,3lu0,escherichia_coli
2026.53,P0A7F3,1acm,escherichia_coli,,,,,,,1792.94,P0A8V2,3lu0,escherichia_coli
8.17424,P0A8S9,2avu,escherichia_coli,,,,,,,1550.02,P0A912,2hqs,escherichia_coli
13.6952,P0AAJ3,1kqf,escherichia_coli,,,,,,,281.925,P0ABH9,1lzw,escherichia_coli
6.49673,P0AAM1,4gd3,escherichia_coli,,,,,,,421.409,P0AC47,1kf6,escherichia_coli
1.86673,P0ABY7,2avu,escherichia_coli,,,,,,,10.6671,P0AEJ6,3any,escherichia_coli
101.987,P0AE72,1ub4,escherichia_coli,,,,,,,1.83074,P0AES2,4gyp,escherichia_coli
17.4142,P0AEK7,1kqf,escherichia_coli,,,,,,,30.1084,P0AFX7,1or7,escherichia_coli
531.527,P0AEZ3,3r9j,escherichia_coli,,,,,,,81.7761,P0AFX9,3m4w,escherichia_coli
39.369,P0C077,4fxe,escherichia_coli,,,,,,,156.223,P0AGB6,1or7,escherichia_coli
253.748,P0C079,4fxe,escherichia_coli,,,,,,,1950.06,P0AGE9,1cqi,escherichia_coli
53.8522,P22524,3euh,escherichia_coli,,,,,,,70.0559,P19636,3any,escherichia_coli
6.24735,P23873,2wiu,escherichia_coli,,,,,,,77.4153,P23477,3u44,bacillus_subtilis
6.03815,P23874,2wiu,escherichia_coli,,,,,,,51.3374,P23478,3u44,bacillus_subtilis
36.7232,P30138,1zud,escherichia_coli,,,,,,,67.9474,P30748,1fm0,escherichia_coli
4.05836,P45530,2d1p,escherichia_coli,,,,,,,56.2452,P30749,1fm0,escherichia_coli
5.68647,P45531,2d1p,escherichia_coli,,,,,,,1555.07,P37527,2nv2,bacillus_subtilis
8.08922,P45532,2d1p,escherichia_coli,,,,,,,361.777,P37528,2nv2,bacillus_subtilis
16.9638,P60293,3euh,escherichia_coli,,,,,,,48.3936,P42315,3cdk,bacillus_subtilis
293.638,P69054,1nek,escherichia_coli,,,,,,,84.4426,P42316,3cdk,bacillus_subtilis
4.23031,Q46896,4p6i,escherichia_coli,,,,,,,42.6043,P69346,2a6q,escherichia_coli
64.0665,Q47150,4q2u,escherichia_coli,,,,,,,5.53823,P69739,3uqy,escherichia_coli
159.471,Q59470,1dio,klebsiella_oxytoca,,,,,,,22.9738,P9WF08,3oei,mycobacterium_tuberculosis
,,,,,,,,,,38.5593,P9WF24,3oei,mycobacterium_tuberculosis
,,,,,,,,,,272.529,P9WGH6,4nqw,mycobacterium_tuberculosis
,,,,,,,,,,204.757,P9WGX4,4nqw,mycobacterium_tuberculosis
,,,,,,,,,,112.455,P9WMK4,4jn6,mycobacterium_tuberculosis
,,,,,,,,,,121.115,P9WQH2,4jn6,mycobacterium_tuberculosis
,,,,,,,,,,0.229834,Q46915,4gyp,escherichia_coli
,,,,,,,,,,48881.5,Q54714,4f0t,synechocystis_sp.
,,,,,,,,,,22762.7,Q54715,4f0t,synechocystis_sp.
,,,,,,,,,,1242.62,Q9V119,2pnz,pyrococcus_abyssi
